approach,problem,exp_id,total_iters,total_time,total_model_time,total_eval_time,best_fitness,best_x
hyperopt/tpe,WW_sorted_surrogate(d=10),177218604688759477548,500,18.043150663375854,11.10881233215332,6.994222164154053,-70.34760284423828,"[np.float64(0.07117625567065294), np.float64(0.9644478820486531), np.float64(0.15629110030032217), np.float64(0.0009149150016462826), np.float64(0.4820294861788177), np.float64(0.28022438748315764), np.float64(0.8786820007686836), np.float64(0.9962527249425218), np.float64(0.9144674651235548), np.float64(0.07103503769684022)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772186065020841110953,500,18.16607141494751,10.731169700622559,7.58663535118103,-68.50289916992188,"[np.float64(0.10149641541918515), np.float64(0.6415881336472447), np.float64(0.43331123218739626), np.float64(0.17968823657784475), np.float64(0.5204083559038346), np.float64(0.9795033998946031), np.float64(0.7483087452252534), np.float64(0.7648741319576675), np.float64(0.9153744994396227), np.float64(0.06027450080073049)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772186083358768515978,500,14.977054119110107,9.639123678207397,5.403255224227905,-62.896453857421875,"[np.float64(0.3628548733337264), np.float64(0.552026871281355), np.float64(0.15594223124066936), np.float64(0.6384153296193255), np.float64(0.6704812200109976), np.float64(0.015733279109434534), np.float64(0.03886369854302691), np.float64(0.1994927814972955), np.float64(0.9704716541883998), np.float64(0.36705338762151596)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772186098419028815625,500,15.11915636062622,9.556559085845947,5.572848558425903,-61.596012115478516,"[np.float64(0.3732412577591699), np.float64(0.1437000748664613), np.float64(0.31046371498443404), np.float64(0.28282137575318295), np.float64(0.2804986370784728), np.float64(0.9744442658478059), np.float64(0.8262672588904021), np.float64(0.5410485253604838), np.float64(0.02488720687575796), np.float64(0.7386758273528717)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218611356570843613,500,16.262522220611572,10.09500503540039,6.1745545864105225,-68.52045440673828,"[np.float64(0.2187014409059181), np.float64(0.20102549005035641), np.float64(0.511017508858728), np.float64(0.9980295829240526), np.float64(0.6099722215088063), np.float64(0.36015635434112897), np.float64(0.21788835667271605), np.float64(0.7602507531397371), np.float64(0.8087637452146976), np.float64(0.0591457817711434)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772186129853381211410,500,14.039886474609375,9.381266593933105,4.665452003479004,-70.25115203857422,"[np.float64(0.04387199222370671), np.float64(0.8824698728380135), np.float64(0.07565731118224762), np.float64(0.08546351331158328), np.float64(0.3110870586353171), np.float64(0.9211333026280879), np.float64(0.5515500239388272), np.float64(0.6027039761213493), np.float64(0.9523964535516205), np.float64(0.4337728130812647)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218614392286634123,500,15.233656883239746,9.75116777420044,5.538744688034058,-65.14755249023438,"[np.float64(0.847965420335327), np.float64(0.7195310277425495), np.float64(0.5022187971298843), np.float64(0.9972724031020959), np.float64(0.29547621305874217), np.float64(0.7991914693612648), np.float64(0.2695923739230722), np.float64(0.31799335589097305), np.float64(0.8509393849740221), np.float64(0.10010399580152926)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218615923285846024,500,15.297877073287964,9.432023525238037,5.876616716384888,-67.73468780517578,"[np.float64(0.1702086340359748), np.float64(0.4558145731892441), np.float64(0.23322781523489905), np.float64(0.9167601317675316), np.float64(0.46105875490068066), np.float64(0.8824632527072189), np.float64(0.5573641187556272), np.float64(0.5635437786386955), np.float64(0.6885733847791331), np.float64(0.033921396216659364)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772186174569817814407,500,14.309051036834717,9.638870000839233,4.723367929458618,-67.58769989013672,"[np.float64(0.3448388135612971), np.float64(0.5137333369947207), np.float64(0.553713363390036), np.float64(0.06776250022734176), np.float64(0.28722510266497336), np.float64(0.35509905897380123), np.float64(0.9517966975007142), np.float64(0.9845976675700274), np.float64(0.015365464807328533), np.float64(0.05239105650062868)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),17721861889532698017,500,14.551641464233398,9.637689352035522,4.926001310348511,-65.23954772949219,"[np.float64(0.0004904203632484921), np.float64(0.7840076073517951), np.float64(0.25509812816440675), np.float64(0.13411317082197116), np.float64(0.3662753970441375), np.float64(0.7363359662086953), np.float64(0.5711973575724829), np.float64(0.4574935118988755), np.float64(0.9491108373287196), np.float64(0.2252221897080388)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772186203536877416376,500,18.28600239753723,10.832161664962769,7.460900068283081,-68.91800689697266,"[np.float64(0.032829295571153626), np.float64(0.7831574852059148), np.float64(0.2229644605497361), np.float64(0.750664489274551), np.float64(0.34377721410660483), np.float64(0.9400504790299649), np.float64(0.5794443286573447), np.float64(0.2652505704027174), np.float64(0.8989551881263931), np.float64(0.5849253092811253)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218622185007336136,500,16.243108987808228,10.491070032119751,5.76829981803894,-61.57954788208008,"[np.float64(0.7673826375443251), np.float64(0.107923231982596), np.float64(0.08964975233186381), np.float64(0.301076609301794), np.float64(0.32883528160029696), np.float64(0.681818150631708), np.float64(0.35490170515121683), np.float64(0.9645046576866706), np.float64(0.06602336923207525), np.float64(0.7919670106948598)]"
