approach,problem,exp_id,total_iters,total_time,total_model_time,total_eval_time,best_fitness,best_x
hyperopt/tpe,WW_sorted_surrogate(d=10),17721876271456839952,500,10.177719593048096,8.634219884872437,1.550206184387207,-69.18451690673828,"[np.float64(0.49530357447323825), np.float64(0.15764165018293885), np.float64(0.7493452404902028), np.float64(0.9297480245843269), np.float64(0.996237130457343), np.float64(0.970458385957037), np.float64(0.09801032187125924), np.float64(0.058563420668814224), np.float64(0.03994263805301318), np.float64(0.732323109542701)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772187637360676513138,500,10.411492347717285,8.763384580612183,1.6558029651641846,-70.16887664794922,"[np.float64(0.9249953981650108), np.float64(0.7350548888465878), np.float64(0.8951726043254545), np.float64(0.07744291701574454), np.float64(0.9858897675972651), np.float64(0.5020436995218049), np.float64(0.32935267884457203), np.float64(0.1188458620250305), np.float64(0.5793441040599947), np.float64(0.07824009641995561)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218764779863611605,500,11.765306949615479,8.80013394355774,2.9720194339752197,-69.56547546386719,"[np.float64(0.9970814770565273), np.float64(0.9863384653975584), np.float64(0.21118826646263375), np.float64(0.29524676634434427), np.float64(0.5800371542854773), np.float64(0.20627300259977244), np.float64(0.9515525232674438), np.float64(0.4968961805179971), np.float64(0.0935252587430489), np.float64(0.5660311201450882)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),17721876595929313511,500,10.86173939704895,8.646363735198975,2.2221908569335938,-70.68550872802734,"[np.float64(0.12890307967131961), np.float64(0.9977270465518644), np.float64(0.0015932666594918043), np.float64(0.1567982460853074), np.float64(0.2982098298189264), np.float64(0.9559359126981627), np.float64(0.020346824701479485), np.float64(0.7755455300625665), np.float64(0.9895208293372326), np.float64(0.4327122661473759)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772187670479761112553,500,10.610517978668213,8.76869010925293,1.852844476699829,-69.88277435302734,"[np.float64(0.1773823935986762), np.float64(0.7104085400727161), np.float64(0.587549940506414), np.float64(0.2604158859961584), np.float64(0.11018624498236347), np.float64(0.9703333601632637), np.float64(0.42987502958619417), np.float64(0.5677701508617521), np.float64(0.001733701160524953), np.float64(0.48277372518218786)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),17721876811234957756,500,10.511352300643921,8.91665506362915,1.6027140617370605,-69.5449447631836,"[np.float64(0.4881779814152797), np.float64(0.7147843345908879), np.float64(0.08966666999037294), np.float64(0.9786440557021714), np.float64(0.7668461864322291), np.float64(0.3009778335752529), np.float64(0.00019346480897818041), np.float64(0.5767575831554886), np.float64(0.27503055501694407), np.float64(0.9323486868319415)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218769166318463395,500,10.073354482650757,8.59030270576477,1.494922161102295,-68.51842498779297,"[np.float64(0.5937763121055115), np.float64(0.9646878487288668), np.float64(0.9976567001514962), np.float64(0.36766375070347823), np.float64(0.0004377932013630431), np.float64(0.22432408264536738), np.float64(0.24047382944063111), np.float64(0.15330775448067677), np.float64(0.8065495816714282), np.float64(0.3218603661874204)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772187701770098212276,500,10.073060035705566,8.67791199684143,1.4121325016021729,-69.2729721069336,"[np.float64(0.8893826776642105), np.float64(0.901196953008299), np.float64(0.1598693955247985), np.float64(0.8211659333785948), np.float64(0.993512443556398), np.float64(0.059365913431469144), np.float64(0.5297378379299393), np.float64(0.2239767117773493), np.float64(0.14651572147031103), np.float64(0.3856469804053454)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772187711877695619,500,10.135591745376587,8.639494895935059,1.5064809322357178,-70.13397979736328,"[np.float64(0.8013924924194366), np.float64(0.40120048837961625), np.float64(0.8495976533711721), np.float64(0.674981690228348), np.float64(0.28300265877591846), np.float64(0.11492557646392666), np.float64(0.9226696242411769), np.float64(0.02320370043057717), np.float64(0.49071826504245564), np.float64(0.7925731863294512)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218772204505315163,500,11.56844186782837,8.900419235229492,2.674973726272583,-70.89998626708984,"[np.float64(0.884145520144022), np.float64(0.3589674378777066), np.float64(0.007493153766829658), np.float64(0.2741681778213838), np.float64(0.9792021519949287), np.float64(0.5086158877375566), np.float64(0.0003570229002543557), np.float64(0.5963501581931818), np.float64(0.5941754883952062), np.float64(0.22880481228221733)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),17721877336425215350,500,10.555429935455322,8.78530478477478,1.7779338359832764,-70.02176666259766,"[np.float64(0.17149440196941895), np.float64(0.9984997162046856), np.float64(0.05277047573598672), np.float64(0.35996309591661424), np.float64(0.9820610546779535), np.float64(0.8028014656134028), np.float64(0.45909477400295107), np.float64(0.9979780389346854), np.float64(0.5423860342756661), np.float64(0.045972947653079604)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218774422408566906,500,9.939203977584839,8.52603530883789,1.420036792755127,-69.49077606201172,"[np.float64(0.9186469027401857), np.float64(0.8405538340980448), np.float64(0.5228888293042716), np.float64(0.9746380908605528), np.float64(0.2070754273374913), np.float64(0.8051451055856722), np.float64(0.9972687520949168), np.float64(0.057779974393853316), np.float64(0.1056017649297201), np.float64(0.3490340625396204)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218775419236479993,500,9.968778610229492,8.662529706954956,1.3138079643249512,-70.01188659667969,"[np.float64(0.5497717840419358), np.float64(0.13889898456210265), np.float64(0.06068271146600088), np.float64(0.46324501154380393), np.float64(0.3174006968637123), np.float64(0.7135626368435709), np.float64(0.8363938629828472), np.float64(0.45180128052451685), np.float64(0.9998295071726461), np.float64(0.1935779890039321)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),17721877641877091675,500,15.416698217391968,10.054418563842773,5.3694727420806885,-70.15523529052734,"[np.float64(0.41980613993169646), np.float64(0.9127302576467774), np.float64(0.8942961563946448), np.float64(0.48938845057952035), np.float64(0.7612097449069084), np.float64(0.6926268071216036), np.float64(0.3068048611201863), np.float64(0.12050521487874577), np.float64(0.9557403146552051), np.float64(0.08986518287699048)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772187779629592212517,500,11.228821754455566,8.654300212860107,2.58174204826355,-69.86072540283203,"[np.float64(0.9212991818554148), np.float64(0.08300951688542935), np.float64(0.4473990220605017), np.float64(0.1072310108416888), np.float64(0.6509231038580201), np.float64(0.07716308273221581), np.float64(0.27761229612175786), np.float64(0.9961865302338659), np.float64(0.17583217621100072), np.float64(0.704104989491592)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772187790882150411261,500,13.045064210891724,9.797725439071655,3.253594398498535,-70.43563079833984,"[np.float64(0.974704869626105), np.float64(0.9507834378104327), np.float64(0.15074376689910934), np.float64(0.942958406456802), np.float64(0.38615638276536846), np.float64(0.9362951977507121), np.float64(0.0601446955885071), np.float64(0.6306472379294438), np.float64(0.5680024016532371), np.float64(0.10125151550070487)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218780395680610143,500,16.186022520065308,10.273081302642822,5.920076131820679,-69.2948989868164,"[np.float64(0.9591937516230374), np.float64(0.26414358545620914), np.float64(0.03385121241009689), np.float64(0.8090690777925428), np.float64(0.4664162573618302), np.float64(0.9773120929438857), np.float64(0.09705441391286387), np.float64(0.22276015443061475), np.float64(0.9426612140445795), np.float64(0.10763095456000901)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),17721878201748688287,500,15.861536264419556,10.351157903671265,5.5921385288238525,-69.20285034179688,"[np.float64(0.10557895001897194), np.float64(0.8833703463394219), np.float64(0.9037164318707644), np.float64(0.1310308584183357), np.float64(0.06579145127300796), np.float64(0.3268588526253079), np.float64(0.24111541358367278), np.float64(0.9998842514343573), np.float64(0.6543016837251883), np.float64(0.31562681357590167)]"
